09:28:11 | L3 | SESION | Cierre de sesion Nº4
11:00:11 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
11:00:11 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
11:00:11 | L3 | VOTACION | Votacion Nº6 completada. Resultado: APROBADA - Votos: 12 de 12 - 9 Positivos, 1 Negativos y 2 Abstenciones
11:00:11 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
11:03:45 | L3 | VOTACION | Apertura de votacion de tipo Mocion Nº13 con tema: Moción para solicitar audiencia pública, proyecto costero y uso de suelo
11:03:54 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
11:03:54 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
11:03:54 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
11:03:55 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev02]
11:03:55 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
11:03:55 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
11:03:56 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
11:03:56 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
11:03:56 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Positivo
11:03:56 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev04]
11:03:56 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
11:03:56 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
11:03:57 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev05]
11:03:57 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
11:03:57 | L2 | INPUT | Andrea Garachico (banca Nro:5) voto: Abstencion
11:03:58 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev06]
11:03:58 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
11:03:58 | L2 | INPUT | Hernán Pereira (banca Nro:6) voto: Abstencion
11:03:58 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev07]
11:03:58 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
11:03:58 | L2 | INPUT | Federico Garitano (banca Nro:7) voto: Negativo
11:04:00 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev08]
11:04:00 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
11:04:00 | L2 | INPUT | Lucila González (banca Nro:8) voto: Positivo
11:04:01 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
11:04:01 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
11:04:01 | L2 | INPUT | Dardo Petroli (banca Nro:9) voto: Positivo
11:04:01 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
11:04:01 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
11:04:01 | L2 | INPUT | Roxana Barrera (banca Nro:10) voto: Positivo
11:04:02 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
11:04:02 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
11:04:02 | L2 | INPUT | Walter Herrero (banca Nro:11) voto: Positivo
11:04:04 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
11:04:04 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
11:04:04 | L3 | VOTACION | Votacion Nº13 completada. Resultado: APROBADA - Votos: 12 de 12 - 9 Positivos, 1 Negativos y 2 Abstenciones
11:04:04 | L2 | INPUT | Nadia Garay (banca Nro:12) voto: Positivo
11:04:47 | L3 | SESION | Cierre de sesion Nº69
11:27:08 | L3 | SESION | Apertura de sesion Nº4
11:27:12 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
11:27:12 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
11:27:13 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
11:27:13 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se AUSENTO
11:27:15 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev08]
11:27:15 | L2 | INPUT | Lucila González (banca Nro:8)Oprimio tecla de PALABRA
11:27:15 | L3 | PALABRA | Lucila González (banca Nro:8) pidio la palabra
11:27:16 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev04]
11:27:16 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4)Oprimio tecla de PALABRA
11:27:16 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) interactua sin dar presente
11:27:19 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev04]
11:27:19 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4)Oprimio tecla de PALABRA
11:27:19 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4) interactua sin dar presente
11:27:20 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev04]
11:27:20 | L3 | INPUT | Gastón Cuis Taccari (banca Nro:4) se PRESENTO
11:27:21 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev04]
11:27:21 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4)Oprimio tecla de PALABRA
11:27:21 | L3 | PALABRA | Gastón Cuis Taccari (banca Nro:4) pidio la palabra
11:27:23 | L3 | PALABRA | Se otorgo uso de la palabra a Lucila González (banca Nro:8)
11:27:29 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev05]
11:27:29 | L3 | INPUT | Andrea Garachico (banca Nro:5) se AUSENTO
11:27:31 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev05]
11:27:31 | L3 | INPUT | Andrea Garachico (banca Nro:5) se PRESENTO
11:27:34 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev08]
11:27:34 | L3 | INPUT | Lucila González (banca Nro:8) se AUSENTO
11:27:36 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev08]
11:27:36 | L3 | INPUT | Lucila González (banca Nro:8) se PRESENTO
11:27:38 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev08]
11:27:38 | L2 | INPUT | Lucila González (banca Nro:8)Oprimio tecla de PALABRA
11:27:38 | L3 | PALABRA | Dejo el uso de la palabra Lucila González (banca Nro:8)
11:27:43 | L2 | PALABRA | Nadie a quien quitarle la palabra
11:27:44 | L3 | PALABRA | Se otorgo uso de la palabra a Gastón Cuis Taccari (banca Nro:4)
11:27:45 | L3 | PALABRA | Dejo el uso de la palabra Gastón Cuis Taccari (banca Nro:4)
11:27:48 | L3 | SESION | Cierre de sesion Nº4
11:28:53 | L3 | SESION | Apertura de sesion Nº69
11:28:56 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
11:28:56 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
11:28:58 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev04]
11:28:58 | L2 | INPUT | Gastón Cuis Taccari (banca Nro:4)Oprimio tecla de PALABRA
11:28:58 | L3 | PALABRA | Gastón Cuis Taccari (banca Nro:4) pidio la palabra
11:29:06 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev10]
11:29:06 | L3 | INPUT | Roxana Barrera (banca Nro:10) se AUSENTO
11:29:09 | L3 | SESION | Cierre de sesion Nº69
11:36:20 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev03]
11:36:20 | L2 | INPUT | Pulsacion ignorada: No hay sesion abierta
15:40:08 | L3 | SESION | Apertura de sesion Nº4
15:40:19 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:19 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
15:40:20 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:20 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
15:40:21 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:21 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
15:40:22 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:22 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
15:40:23 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
15:40:23 | L2 | INPUT | Lorena Moreno (banca Nro:1)Oprimio tecla de PALABRA
15:40:23 | L3 | PALABRA | Lorena Moreno (banca Nro:1) pidio la palabra
15:40:26 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:40:26 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:40:26 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
15:40:29 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
15:40:29 | L2 | INPUT | Andrea Rueda (banca Nro:3)Oprimio tecla de PALABRA
15:40:29 | L3 | PALABRA | Andrea Rueda (banca Nro:3) pidio la palabra
15:40:30 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
15:40:30 | L2 | INPUT | Andrea Rueda (banca Nro:3)Oprimio tecla de PALABRA
15:40:30 | L3 | PALABRA | Andrea Rueda (banca Nro:3) retiro el pedido la palabra
15:40:32 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:32 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
15:40:33 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:33 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
15:40:34 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
15:40:34 | L2 | INPUT | Lorena Moreno (banca Nro:1)Oprimio tecla de PALABRA
15:40:34 | L3 | PALABRA | Lorena Moreno (banca Nro:1) retiro el pedido la palabra
15:40:38 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:40:38 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:40:38 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) retiro el pedido la palabra
15:40:48 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:48 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
15:40:49 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
15:40:49 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se AUSENTO
15:40:51 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
15:40:51 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
15:40:53 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
15:40:53 | L2 | INPUT | Andrea Rueda (banca Nro:3)Oprimio tecla de PALABRA
15:40:53 | L2 | INPUT | Andrea Rueda (banca Nro:3) interactua sin dar presente
15:40:53 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev03]
15:40:53 | L3 | INPUT | Andrea Rueda (banca Nro:3) se PRESENTO
15:40:55 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:40:55 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
15:40:55 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev02]
15:40:55 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se PRESENTO
15:40:57 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
15:40:57 | L2 | INPUT | Lorena Moreno (banca Nro:1)Oprimio tecla de PALABRA
15:40:57 | L3 | PALABRA | Lorena Moreno (banca Nro:1) pidio la palabra
15:40:57 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:40:57 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:40:57 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
15:41:00 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
15:41:00 | L2 | INPUT | Andrea Rueda (banca Nro:3)Oprimio tecla de PALABRA
15:41:00 | L3 | PALABRA | Andrea Rueda (banca Nro:3) pidio la palabra
15:41:11 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:41:11 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:41:11 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) retiro el pedido la palabra
15:41:16 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:41:16 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:41:16 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
15:41:20 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev02]
15:41:20 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2)Oprimio tecla de PALABRA
15:41:20 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) retiro el pedido la palabra
15:41:23 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev03]
15:41:23 | L2 | INPUT | Andrea Rueda (banca Nro:3)Oprimio tecla de PALABRA
15:41:23 | L3 | PALABRA | Andrea Rueda (banca Nro:3) retiro el pedido la palabra
15:41:25 | L2 | INPUT | Pulsacion registrada: Tecla [9] del dispositivo [dev01]
15:41:25 | L2 | INPUT | Lorena Moreno (banca Nro:1)Oprimio tecla de PALABRA
15:41:25 | L3 | PALABRA | Lorena Moreno (banca Nro:1) retiro el pedido la palabra
15:41:27 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:41:27 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
15:41:28 | L2 | INPUT | Pulsacion registrada: Tecla [7] del dispositivo [dev01]
15:41:28 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
15:41:32 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº11 con tema: Autorización de obra, bacheo y repavimentación de avenida principal
15:41:35 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev01]
15:41:35 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
15:41:35 | L2 | INPUT | Lorena Moreno (banca Nro:1) voto: Positivo
15:41:37 | L2 | INPUT | Pulsacion registrada: Tecla [2] del dispositivo [dev02]
15:41:37 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
15:41:37 | L2 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
15:41:39 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev03]
15:41:39 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Negativo
15:41:39 | L2 | INPUT | Andrea Rueda (banca Nro:3) voto: Negativo
15:41:47 | L3 | VOTACION | Cierre forzado - sin votar: [Dardo Petroli (banca Nro:9), Roxana Barrera (banca Nro:10), Federico Garitano (banca Nro:7), Nadia Garay (banca Nro:12), Walter Herrero (banca Nro:11), Lucila González (banca Nro:8), Hernán Pereira (banca Nro:6), Andrea Garachico (banca Nro:5), Gastón Cuis Taccari (banca Nro:4)]
