09:38:04 | L3 | SESION | Cierre de sesion Nº93
20:51:03 | L3 | VOTO | Leonardo DiCaprio (banca Nro:3) voto: Positivo
20:51:06 | L3 | VOTO | Natalie Portman (banca Nro:4) voto: Abstencion
20:51:08 | L3 | VOTO | Tom Hanks (banca Nro:5) voto: Negativo
20:51:11 | L3 | PALABRA | Tom Hanks (banca Nro:5) pidio la palabra
20:51:14 | L3 | INPUT | Tom Hanks (banca Nro:5) se AUSENTO
21:07:24 | L3 | SESION | Apertura de sesion Nº972
21:07:50 | L3 | VOTACION | Apertura de votacion de tipo Sobre tabla Nº5 con tema: Tratamiento sobre tablas, reparación urgente de cañería de agua en Barrio Norte
21:07:54 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:07:59 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
21:08:01 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
21:08:03 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
21:08:10 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
21:08:13 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
21:08:15 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
21:08:17 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:08:20 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
21:08:22 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
21:08:24 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
21:08:26 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Abstencion
21:08:26 | L3 | VOTACION | Votacion Nº5 completada. Resultado: APROBADA - Votos: 12 de 12 - 11 Positivos, 0 Negativos y 1 Abstenciones
21:08:51 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº7 con tema: Designación de autoridades de comisiones, período legislativo en curso
21:08:54 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
21:08:55 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
21:09:00 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:09:01 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Negativo
21:09:02 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
21:09:03 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Abstencion
21:09:05 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Abstencion
21:09:07 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:09:10 | L3 | PALABRA | Dardo Petroli (banca Nro:9) pidio la palabra
21:09:11 | L3 | PALABRA | Dardo Petroli (banca Nro:9) retiro el pedido la palabra
21:09:12 | L3 | INPUT | Dardo Petroli (banca Nro:9) se AUSENTO
21:09:15 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Abstencion
21:09:18 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Abstencion
21:09:22 | L3 | PALABRA | Nadia Garay (banca Nro:12) pidio la palabra
21:09:25 | L3 | INPUT | Nadia Garay (banca Nro:12) se AUSENTO
21:09:38 | L3 | VOTACION | Apertura de votacion de tipo Mocion Nº4 con tema: Moción para incorporar al orden del día, nota de vecinos por seguridad vial
21:09:42 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
21:09:42 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
21:09:44 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:09:44 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
21:09:45 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
21:09:45 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
21:09:47 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
21:09:47 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Negativo
21:09:48 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Negativo
21:09:52 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:09:52 | L3 | VOTACION | Votacion Nº4 completada. Resultado: APROBADA - Votos: 10 de 12 - 6 Positivos, 2 Negativos y 2 Abstenciones
21:13:34 | L3 | VOTACION | Apertura de votacion de tipo Ratificacion Nº8 con tema: Ratificación de decreto ad referendum, compra de insumos para servicios públicos
21:13:38 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
21:13:43 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:13:47 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
21:14:32 | L3 | PALABRA | Se otorgo uso de la palabra a Nadia Garay (banca Nro:12)
21:37:49 | L3 | VOTACION | Cierre forzado - sin votar: [Roxana Barrera (banca Nro:10), Federico Garitano (banca Nro:7), Walter Herrero (banca Nro:11), Lucila González (banca Nro:8), Hernán Pereira (banca Nro:6), Gastón Cuis Taccari (banca Nro:4), Andrea Rueda (banca Nro:3)]
21:38:24 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
21:38:29 | L3 | PALABRA | Gastón Cuis Taccari (banca Nro:4) pidio la palabra
21:38:33 | L3 | PALABRA | Andrea Garachico (banca Nro:5) pidio la palabra
21:39:02 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº6 con tema: Convenio de cooperación con Universidad, pasantías y prácticas profesionales
21:39:05 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
21:39:07 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
21:39:09 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:39:12 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
21:39:21 | L3 | INPUT | Andrea Rueda (banca Nro:3) se PRESENTO
21:39:22 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Negativo
21:39:39 | L3 | PALABRA | Se otorgo uso de la palabra a Gastón Cuis Taccari (banca Nro:4)
21:39:40 | L3 | PALABRA | Se quito el uso de la palabra a Gastón Cuis Taccari (banca Nro:4)
21:39:42 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Garachico (banca Nro:5)
21:39:43 | L3 | PALABRA | Se quito el uso de la palabra a Andrea Garachico (banca Nro:5)
21:39:45 | L3 | VOTACION | Cierre forzado - sin votar: [Roxana Barrera (banca Nro:10), Federico Garitano (banca Nro:7), Walter Herrero (banca Nro:11), Lucila González (banca Nro:8), Gastón Cuis Taccari (banca Nro:4)]
21:50:51 | L3 | SESION | Cierre de sesion Nº972
21:51:01 | L3 | SESION | Apertura de sesion Nº369
21:51:14 | L3 | PALABRA | Lorena Moreno (banca Nro:1) pidio la palabra
21:51:17 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
21:51:20 | L3 | PALABRA | Se otorgo uso de la palabra a Lorena Moreno (banca Nro:1)
21:51:29 | L3 | PALABRA | Se otorgo uso de la palabra a Samuel Alarcón Muñoz (banca Nro:2)
21:51:33 | L3 | PALABRA | Se quito el uso de la palabra a Samuel Alarcón Muñoz (banca Nro:2)
21:51:39 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
21:51:43 | L3 | INPUT | Andrea Rueda (banca Nro:3) se AUSENTO
21:53:06 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº3 con tema: Pedido de informes, estado del alumbrado público en Barrio Sur
21:53:15 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
21:53:16 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:53:19 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
21:53:23 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Negativo
21:53:26 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
21:53:27 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
21:53:29 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
21:53:31 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:53:34 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
21:53:37 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Abstencion
21:53:40 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
21:53:45 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
21:53:45 | L3 | VOTACION | Votacion Nº3 completada. Resultado: APROBADA - Votos: 11 de 12 - 6 Positivos, 2 Negativos y 3 Abstenciones
21:54:14 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº6 con tema: Convenio de cooperación con Universidad, pasantías y prácticas profesionales
21:54:17 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:54:18 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
21:54:20 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
21:54:21 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Negativo
21:54:21 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
21:54:22 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
21:54:23 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:54:25 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Abstencion
21:54:26 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
21:54:27 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
21:54:28 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
21:54:28 | L3 | VOTACION | Votacion Nº6 completada. Resultado: APROBADA - Votos: 11 de 12 - 6 Positivos, 3 Negativos y 2 Abstenciones
21:54:48 | L3 | VOTACION | Apertura de votacion de tipo Ratificacion Nº8 con tema: Ratificación de decreto ad referendum, compra de insumos para servicios públicos
21:54:53 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Negativo
21:54:56 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Negativo
21:54:57 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Abstencion
21:55:00 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Abstencion
21:55:01 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
21:55:03 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
21:55:05 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Abstencion
21:55:06 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
21:55:24 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
21:55:38 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Abstencion
21:55:39 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
21:55:39 | L3 | VOTACION | Votacion Nº8 completada. Resultado: RECHAZADA - Votos: 11 de 12 - 4 Positivos, 3 Negativos y 4 Abstenciones
22:17:37 | L3 | SESION | Cierre de sesion Nº369
22:17:43 | L3 | SESION | Apertura de sesion Nº5
22:17:47 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
22:17:50 | L3 | INPUT | Hernán Pereira (banca Nro:6) se AUSENTO
22:17:52 | L3 | INPUT | Federico Garitano (banca Nro:7) se AUSENTO
22:17:56 | L3 | INPUT | Federico Garitano (banca Nro:7) se PRESENTO
22:17:58 | L3 | INPUT | Hernán Pereira (banca Nro:6) se PRESENTO
22:18:01 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
22:18:04 | L3 | PALABRA | Hernán Pereira (banca Nro:6) pidio la palabra
22:18:05 | L3 | PALABRA | Federico Garitano (banca Nro:7) pidio la palabra
22:18:06 | L3 | PALABRA | Andrea Rueda (banca Nro:3) pidio la palabra
22:18:08 | L3 | PALABRA | Se otorgo uso de la palabra a Hernán Pereira (banca Nro:6)
22:18:12 | L3 | PALABRA | Se otorgo uso de la palabra a Federico Garitano (banca Nro:7)
22:18:17 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Rueda (banca Nro:3)
22:22:15 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº6 con tema: Convenio de cooperación con Universidad, pasantías y prácticas profesionales
22:23:23 | L3 | SESION | Apertura de sesion Nº683
22:23:27 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº7 con tema: Designación de autoridades de comisiones, período legislativo en curso
22:23:32 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
22:23:33 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
22:23:34 | L3 | PALABRA | Lorena Moreno (banca Nro:1) pidio la palabra
22:23:35 | L3 | PALABRA | Samuel Alarcón Muñoz (banca Nro:2) pidio la palabra
22:23:36 | L3 | PALABRA | Andrea Rueda (banca Nro:3) pidio la palabra
22:23:38 | L3 | PALABRA | Se otorgo uso de la palabra a Lorena Moreno (banca Nro:1)
22:23:39 | L3 | PALABRA | Se otorgo uso de la palabra a Samuel Alarcón Muñoz (banca Nro:2)
22:23:42 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Rueda (banca Nro:3)
22:23:58 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
22:23:59 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
22:24:01 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
22:24:03 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
22:24:05 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Abstencion
22:24:06 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Negativo
22:24:07 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
22:24:10 | L3 | VOTO | Lucila González (banca Nro:8) voto: Abstencion
22:24:12 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
22:24:14 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Abstencion
22:24:16 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Abstencion
22:24:18 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
22:24:18 | L3 | VOTACION | Votacion Nº7 completada. Resultado: APROBADA - Votos: 12 de 12 - 7 Positivos, 1 Negativos y 4 Abstenciones
22:24:41 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº2 con tema: Declaración de interés municipal, jornada de salud comunitaria en barrios
22:24:50 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
22:24:51 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
22:24:51 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
22:24:52 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
22:24:53 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
22:24:54 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
22:24:54 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Positivo
22:24:55 | L3 | VOTO | Lucila González (banca Nro:8) voto: Positivo
22:24:57 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
22:24:58 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
22:24:58 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
22:25:00 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Negativo
22:25:00 | L3 | VOTACION | Votacion Nº2 completada. Resultado: APROBADA - Votos: 12 de 12 - 11 Positivos, 1 Negativos y 0 Abstenciones
22:25:01 | L3 | VOTACION | Apertura de votacion de tipo Despacho Nº3 con tema: Pedido de informes, estado del alumbrado público en Barrio Sur
22:25:12 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Positivo
22:25:12 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Positivo
22:25:14 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
22:25:15 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
22:25:16 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
22:25:17 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
22:25:19 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
22:25:19 | L3 | VOTO | Lucila González (banca Nro:8) voto: Negativo
22:25:21 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Negativo
22:25:22 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Negativo
22:25:23 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Negativo
22:25:24 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Negativo
22:25:24 | L3 | VOTACION | Votacion Nº3 completada. Resultado: EMPATADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
22:25:31 | L3 | VOTACION | Votacion Nº3 DESEMPATADA. Resultado: APROBADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
22:26:02 | L3 | INPUT | Andrea Garachico (banca Nro:5) se AUSENTO
22:26:03 | L3 | INPUT | Andrea Garachico (banca Nro:5) se PRESENTO
22:26:04 | L3 | PALABRA | Hernán Pereira (banca Nro:6) pidio la palabra
22:26:05 | L3 | PALABRA | Federico Garitano (banca Nro:7) pidio la palabra
22:26:07 | L3 | PALABRA | Se otorgo uso de la palabra a Hernán Pereira (banca Nro:6)
22:27:11 | L3 | PALABRA | Se otorgo uso de la palabra a Federico Garitano (banca Nro:7)
22:27:17 | L3 | PALABRA | Se quito el uso de la palabra a Federico Garitano (banca Nro:7)
22:27:28 | L3 | PALABRA | Andrea Garachico (banca Nro:5) pidio la palabra
22:27:30 | L3 | PALABRA | Hernán Pereira (banca Nro:6) pidio la palabra
22:27:31 | L3 | PALABRA | Federico Garitano (banca Nro:7) pidio la palabra
22:27:33 | L3 | PALABRA | Se otorgo uso de la palabra a Andrea Garachico (banca Nro:5)
22:27:43 | L3 | PALABRA | Andrea Garachico (banca Nro:5) pidio la palabra
22:35:01 | L3 | SESION | Cierre de sesion Nº683
22:35:07 | L3 | SESION | Apertura de sesion Nº369
22:35:31 | L3 | VOTACION | Apertura de votacion de tipo Ratificacion Nº8 con tema: Ratificación de decreto ad referendum, compra de insumos para servicios públicos
22:35:35 | L3 | VOTO | Dardo Petroli (banca Nro:9) voto: Positivo
22:35:35 | L3 | VOTO | Roxana Barrera (banca Nro:10) voto: Positivo
22:35:37 | L3 | VOTO | Walter Herrero (banca Nro:11) voto: Positivo
22:35:39 | L3 | VOTO | Nadia Garay (banca Nro:12) voto: Positivo
22:35:48 | L3 | VOTO | Lucila González (banca Nro:8) voto: Negativo
22:35:52 | L3 | VOTO | Federico Garitano (banca Nro:7) voto: Negativo
22:35:57 | L3 | VOTO | Hernán Pereira (banca Nro:6) voto: Positivo
22:35:59 | L3 | VOTO | Andrea Garachico (banca Nro:5) voto: Positivo
22:36:01 | L3 | VOTO | Gastón Cuis Taccari (banca Nro:4) voto: Positivo
22:36:01 | L3 | VOTO | Andrea Rueda (banca Nro:3) voto: Positivo
22:36:05 | L3 | VOTO | Samuel Alarcón Muñoz (banca Nro:2) voto: Negativo
22:36:09 | L3 | VOTO | Lorena Moreno (banca Nro:1) voto: Negativo
22:36:09 | L3 | VOTACION | Votacion Nº8 completada. Resultado: APROBADA - Votos: 12 de 12 - 8 Positivos, 4 Negativos y 0 Abstenciones
22:36:33 | L3 | INPUT | Lorena Moreno (banca Nro:1) se AUSENTO
22:36:44 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se AUSENTO
22:36:51 | L3 | INPUT | Samuel Alarcón Muñoz (banca Nro:2) se PRESENTO
22:36:52 | L3 | INPUT | Lorena Moreno (banca Nro:1) se PRESENTO
