13:20:20 | L1 | SESION | Apertura de sesion Nº685
14:25:00 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
14:25:00 | L1 | VOTO | Brad Pitt (banca Nro:9) voto: Positivo
14:25:00 | L2 | INPUT | Brad Pitt (banca Nro:9) voto: Positivo
14:25:02 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
14:25:02 | L2 | INPUT | Cate Blanchett (banca Nro:10) voto sin votacion en curso
14:25:12 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
14:25:12 | L2 | INPUT | Keanu Reeves (banca Nro:11) voto sin votacion en curso
14:25:15 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
14:25:15 | L2 | INPUT | Jennifer Lawrence (banca Nro:12) voto sin votacion en curso
14:25:17 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
14:25:17 | L2 | INPUT | Tom Hanks (banca Nro:5) voto sin votacion en curso
14:25:19 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev06]
14:25:19 | L2 | INPUT | Meryl Streep (banca Nro:6) voto sin votacion en curso
14:25:20 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev07]
14:25:20 | L2 | INPUT | Denzel Washington (banca Nro:7) voto sin votacion en curso
14:25:57 | L1 | SESION | Apertura de sesion Nº58
14:26:00 | L1 | VOTACION | Apertura de votacion de tipo Despacho Nº14 con tema: gggg
14:26:05 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev09]
14:26:05 | L1 | VOTO | Brad Pitt (banca Nro:9) voto: Positivo
14:26:05 | L2 | INPUT | Brad Pitt (banca Nro:9) voto: Positivo
14:26:06 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev10]
14:26:06 | L1 | VOTO | Cate Blanchett (banca Nro:10) voto: Positivo
14:26:06 | L2 | INPUT | Cate Blanchett (banca Nro:10) voto: Positivo
14:26:08 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev11]
14:26:08 | L1 | VOTO | Keanu Reeves (banca Nro:11) voto: Positivo
14:26:08 | L2 | INPUT | Keanu Reeves (banca Nro:11) voto: Positivo
14:26:09 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev12]
14:26:09 | L1 | VOTO | Jennifer Lawrence (banca Nro:12) voto: Positivo
14:26:09 | L2 | INPUT | Jennifer Lawrence (banca Nro:12) voto: Positivo
14:26:10 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev05]
14:26:10 | L1 | VOTO | Tom Hanks (banca Nro:5) voto: Positivo
14:26:10 | L2 | INPUT | Tom Hanks (banca Nro:5) voto: Positivo
14:26:11 | L2 | INPUT | Pulsacion registrada: Tecla [1] del dispositivo [dev06]
14:26:11 | L1 | VOTO | Meryl Streep (banca Nro:6) voto: Positivo
14:26:11 | L2 | INPUT | Meryl Streep (banca Nro:6) voto: Positivo
14:26:12 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev07]
14:26:12 | L1 | VOTO | Denzel Washington (banca Nro:7) voto: Negativo
14:26:12 | L2 | INPUT | Denzel Washington (banca Nro:7) voto: Negativo
14:26:13 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev08]
14:26:13 | L1 | VOTO | Emma Stone (banca Nro:8) voto: Negativo
14:26:13 | L2 | INPUT | Emma Stone (banca Nro:8) voto: Negativo
14:26:13 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev04]
14:26:13 | L1 | VOTO | Natalie Portman (banca Nro:4) voto: Negativo
14:26:13 | L2 | INPUT | Natalie Portman (banca Nro:4) voto: Negativo
14:26:14 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev03]
14:26:14 | L1 | VOTO | Leonardo DiCaprio (banca Nro:3) voto: Negativo
14:26:14 | L2 | INPUT | Leonardo DiCaprio (banca Nro:3) voto: Negativo
14:26:15 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev02]
14:26:15 | L1 | VOTO | Scarlett Johansson (banca Nro:2) voto: Negativo
14:26:15 | L2 | INPUT | Scarlett Johansson (banca Nro:2) voto: Negativo
14:26:15 | L2 | INPUT | Pulsacion registrada: Tecla [3] del dispositivo [dev01]
14:26:15 | L1 | VOTO | Robert Downey Jr (banca Nro:1) voto: Negativo
14:26:15 | L1 | VOTACION | Votacion Nº14 completada. Resultado: EMPATADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
14:26:15 | L2 | INPUT | Robert Downey Jr (banca Nro:1) voto: Negativo
14:26:26 | L1 | VOTACION | Votacion Nº14 DESEMPATADA. Resultado: RECHAZADA - Votos: 12 de 12 - 6 Positivos, 6 Negativos y 0 Abstenciones
